"216;""MANUKA G 15g GEL"";"""";1;""1183"";"""";"""";""""",
"217;""DIMAZON 10ml"";"""";1;""1190"";"""";"""";""""",
"218;""SUPPLIN 500MG","20 TAB/ BOX"";"""";1;""1191"";"""";"""";"""""
"219;""BAUME CASUTIQUE 135 G"";"""";1;""1192"";"""";"""";""""",
"220;""PROMOVIA 2 40 mg"";"""";1;""1193"";"""";"""";""""",
"221;""HEMOPAR 1 LTR"";"""";1;""1194"";"""";"""";""""",
"222;""SUPER B COMPLEX"";"""";1;""1195"";"""";"""";""""",
"223;""CIALIS TADALAFIL 20 MG"";"""";1;""1196"";"""";"""";""""",
"224;""PENTOSAN EQUINE INJ"," 6ml"";"""";1;""1198"";"""";"""";"""""
"225;""CYCLO SPRAY 211ml"";"""";1;""1199"";"""";"""";""""",
"226;""TOBRACIN 5g"";"""";1;""1200"";"""";"""";""""",
"227;""VERRUMAL SOLUTION 13ml"";"""";1;""1201"";"""";"""";""""",
"228;""FAMIRCER 450 MG"";"""";1;"""";"""";"""";""""",
"229;""ERCEFURYL 200"";"""";1;"""";"""";"""";""""",
"230;""NEGASUNT"";"""";1;"""";"""";"""";""""",
"231;""KEY INJECTION"";"""";1;"""";"""";"""";""""",
"232;""OMEGA 120 ML"";"""";1;"""";"""";"""";""""",
"233;""LACTANASE INJECTION"";"""";1;"""";"""";"""";""""",
"234;""DIPROFOS INJECTION"";"""";1;"""";"""";"""";""""",
"235;""LACTO FOAL"";"""";1;"""";"""";"""";""""",
"236;""BIO SPONGE 60 CC"";"""";1;"""";"""";"""";""""",
"237;""VETERICYN VF WOUND  & SKIN CARE"";"""";1;"""";"""";"""";""""",
"238;""FURA SEPTIN "";"""";1;"""";"""";"""";""""",
"239;""DURAMECTIN PASTE 1.87"";"""";1;"""";"""";"""";""""",
"240;""CHLORHEXIDINE SCRUB 1 GALLON"";"""";1;"""";"""";"""";""""",
"241;""MAGNESIUM SULPHATE"";"""";1;"""";"""";"""";""""",
"242;""EQUEST ORAL PASTE"";"""";1;"""";"""";"""";""""",
"243;""EAR CLEANING SOLUTION"";"""";1;"""";"""";"""";""""",
"244;""OXY 50 OXYTETRACYCLINE 50 MG"";"""";1;"""";"""";"""";""""",
"245;""FLUNIXIL 100ML"";"""";1;"""";"""";"""";""""",
"246;""REPROJELLY 100 ML"";"""";1;"""";"""";"""";""""",
"247;""RINGER LACTATE 500ML"";"""";1;"""";"""";"""";""""",
